country_iso2,country_name,city,city_std,year,region,subregion,geoname_id,lat,lon,population,pct_pt_access
PK,Pakistan,Bhakkar,Bhakkar,2020,Asia,Southern Asia,1182815,31.62685,71.06471,81950,41.34641
PK,Pakistan,Chakwal,Chakwal,2020,Asia,Southern Asia,1181636,32.93286,72.85394,101200,71.3778
PK,Pakistan,Charsadda,Charsadda,2020,Asia,Southern Asia,1181439,34.14822,71.7406,95319,99.57588
PK,Pakistan,Chiniot,Chiniot,2020,Asia,Southern Asia,1181096,31.72091,72.97836,201781,72.12806
PK,Pakistan,Chitral,Chitral,2020,Asia,Southern Asia,1181065,35.8518,71.78636,0,49.49934
PK,Pakistan,Dadu,Dadu,2020,Asia,Southern Asia,1180809,26.73033,67.7769,139784,64.33712
PK,Pakistan,Dera Bugti,Dera Bugti,2020,Asia,Southern Asia,1180295,29.03619,69.15849,18120,33.11416
PK,Pakistan,Duki,Duki,2020,Asia,Southern Asia,1179515,30.15307,68.57323,6384,6.66667
PK,Pakistan,Faisalabad,Faisalabad,2020,Asia,Southern Asia,1179400,31.41554,73.08969,2506595,73.7769
PK,Pakistan,Ghotki,Ghotki,2020,Asia,Southern Asia,1178456,28.00437,69.31569,64295,86.47555
PK,Pakistan,Gujranwala,Gujranwala,2020,Asia,Southern Asia,1177662,32.15567,74.18705,1384471,54.24052
PK,Pakistan,Gujrat,Gujrat,2020,Asia,Southern Asia,1177654,32.5742,74.07542,301506,54.11499
PK,Pakistan,Gwadar,Gwadar,2020,Asia,Southern Asia,1177446,25.12163,62.32541,51901,68.44706
PK,Pakistan,Hafizabad,Hafizabad,2020,Asia,Southern Asia,1177384,32.07095,73.68802,153656,58.61455
PK,Pakistan,Hangu,Hangu,2020,Asia,Southern Asia,1177203,33.53198,71.0595,36150,100
PK,Pakistan,Haripur,Haripur,2020,Asia,Southern Asia,1177107,33.99783,72.93493,56977,80.73693
PK,Pakistan,Harnai,Harnai,2020,Asia,Southern Asia,1177098,30.10077,67.93824,11066,20.58636
PK,Pakistan,Hyderabad,Hyderabad,2020,Asia,Southern Asia,1176734,25.39689,68.37718,1386330,67.65216
PK,Pakistan,Islamabad,Islamabad,2020,Asia,Southern Asia,1176615,33.72148,73.04329,601600,52.02097
PK,Pakistan,Jacobabad,Jacobabad,2020,Asia,Southern Asia,1176515,28.28187,68.43761,170588,65.43545
PK,Pakistan,Jaffarabad,Jauharabad,2020,Asia,Southern Asia,1176022,32.29016,72.28182,46545,69.33124
PK,Pakistan,Jamshoro,Jamshoro,2020,Asia,Southern Asia,1176229,25.43608,68.28017,0,51.79399
PK,Pakistan,Jhang,Jhang City,2020,Asia,Southern Asia,1330335,31.30568,72.32594,0,68.96912
PK,Pakistan,Jhelum,Jhelum,2020,Asia,Southern Asia,1175864,32.93448,73.73102,145000,59.47811
PK,Pakistan,Karak,Karak,2020,Asia,Southern Asia,1174074,33.11633,71.09354,13679,78.57143
PK,Pakistan,Kashmore,Kashmor,2020,Asia,Southern Asia,1174653,28.4326,69.58364,33732,63.46996
PK,Pakistan,Kasur,Kasur,2020,Asia,Southern Asia,1174625,31.11866,74.45025,290643,64.00745
PK,Pakistan,Khairpur,Khairpur,2020,Asia,Southern Asia,1174357,28.06437,69.70363,40083,66.94677
PK,Pakistan,Khanewal,Khanewal,2020,Asia,Southern Asia,1174220,30.30173,71.93212,0,51.88349
PK,Pakistan,Kharan,Kharan,2020,Asia,Southern Asia,1174062,28.58459,65.41501,30841,100
PK,Pakistan,Khushab,Khushāb,2020,Asia,Southern Asia,1173687,32.29667,72.3525,102793,86.19885
PK,Pakistan,Kohat,Kohat,2020,Asia,Southern Asia,1173491,33.58196,71.44929,151427,98.42427
PK,Pakistan,Kohlu,Kohlu,2020,Asia,Southern Asia,1173464,29.903,69.231,11089,30.76923
PK,Pakistan,Lahore,Lahore,2020,Asia,Southern Asia,1172451,31.558,74.35071,6310888,59.46292
PK,Pakistan,Lakki Marwat,Lakki,2020,Asia,Southern Asia,1172339,32.60724,70.91234,36391,96.93552
PK,Pakistan,Larkana,Larkana,2020,Asia,Southern Asia,1172128,27.55898,68.21204,364033,50.327
PK,Pakistan,Lasbela,Bela,2020,Asia,Southern Asia,1182998,26.22718,66.31178,20119,78.43063
PK,Pakistan,Layyah,Layyah,2020,Asia,Southern Asia,1172035,30.96128,70.93904,78954,33.09696
PK,Pakistan,Lodhran,Lodhran,2020,Asia,Southern Asia,1171965,29.5339,71.63244,97249,74.84245
PK,Pakistan,Loralai,Loralai,2020,Asia,Southern Asia,1171868,30.37051,68.59795,37787,71.47549
PK,Pakistan,Malakand,Malakand,2020,Asia,Southern Asia,1171389,34.56561,71.93043,0,29.62963
PK,Pakistan,Mandi Bahauddin,Mandi Bahauddin,2020,Asia,Southern Asia,1171123,32.58704,73.49123,129733,70.01458
PK,Pakistan,Mansehra,Mansehra,2020,Asia,Southern Asia,1170951,34.33023,73.19679,66486,92.01482
PK,Pakistan,Mardan,Mardan,2020,Asia,Southern Asia,1170880,34.19794,72.04965,300424,97.32339
PK,Pakistan,Mastung,Mastung,2020,Asia,Southern Asia,1170706,29.79966,66.84553,29082,94.46213
PK,Pakistan,Matiari,Matiari,2020,Asia,Southern Asia,1170677,25.59709,68.4467,18929,87.34588
PK,Pakistan,Mianwali,Mianwali,2020,Asia,Southern Asia,1170425,32.57756,71.52847,89570,28.42923
PK,Pakistan,Mirpur Khas,Mirpur Khas,2020,Asia,Southern Asia,1170295,25.5276,69.01255,215657,67.49373
PK,Pakistan,Multan,Multan,2020,Asia,Southern Asia,1169825,30.19679,71.47824,1437230,50.29702
PK,Pakistan,Muzaffargarh,Muzaffargarh,2020,Asia,Southern Asia,1169605,30.07258,71.19379,165192,68.00841
PK,Pakistan,Nankana Sahib,Nankana Sahib,2020,Asia,Southern Asia,1169372,31.4501,73.70653,56366,81.53654
PK,Pakistan,Narowal,Narowal,2020,Asia,Southern Asia,1169278,32.10197,74.87303,68291,95.89471
PK,Pakistan,Nowshera,Nowshera,2020,Asia,Southern Asia,1168864,34.01583,71.98123,0,94.8679
PK,Pakistan,Nushki,Nushki,2020,Asia,Southern Asia,1168749,29.55218,66.02288,27680,98.1107
PK,Pakistan,Okara,Okara,2020,Asia,Southern Asia,1168718,30.81029,73.45155,223648,69.48093
PK,Pakistan,Pakpattan,Pakpattan,2020,Asia,Southern Asia,1168555,30.343139999999998,73.38944,126706,80.3447
PK,Pakistan,Peshawar,Peshawar,2020,Asia,Southern Asia,1168197,34.008,71.57849,1218773,83.49452
PK,Pakistan,Pishin,Pishin,2020,Asia,Southern Asia,1167821,30.58176,66.99406,24239,7.46284
PK,Pakistan,Qilla Abdullah,Qila Abdullah,2020,Asia,Southern Asia,1167579,30.72803,66.66117,0,49.25661
PK,Pakistan,Qilla Abdullah,Qila Abdullah,2020,Asia,Southern Asia,1167579,30.72803,66.66117,0,49.25661
PK,Pakistan,Quetta,Quetta,2020,Asia,Southern Asia,1167528,30.18414,67.00141,733675,54.22207
PK,Pakistan,Rahim Yar Khan,Rahim Yar Khan,2020,Asia,Southern Asia,1167460,28.41987,70.30345,788915,48.16154
PK,Pakistan,Rajanpur,Rajanpur,2020,Asia,Southern Asia,1167380,29.10408,70.32969,50682,74.08915
PK,Pakistan,Rawalpindi,Rawalpindi,2020,Asia,Southern Asia,1166993,33.59733,73.0479,1743101,71.25704
PK,Pakistan,Sahiwal,Sahiwal,2020,Asia,Southern Asia,1166548,30.66595,73.10186,235695,76.78215
PK,Pakistan,Sanghar,Sanghar,2020,Asia,Southern Asia,1166164,26.04694,68.94917,62033,63.90444
PK,Pakistan,Sargodha,Sargodha,2020,Asia,Southern Asia,1166000,32.08586,72.67418,542603,66.89226
PK,Pakistan,Shahdadkot,Shahdad Kot,2020,Asia,Southern Asia,1165638,27.84726,67.90679,75411,29.8309
PK,Pakistan,Sheikhupura,Shekhupura,2020,Asia,Southern Asia,1165221,31.71287,73.98556,361303,75.43227
PK,Pakistan,Shikarpur,Shikarpur,2020,Asia,Southern Asia,1165108,27.95558,68.63823,156901,73.88328
PK,Pakistan,Sialkot,Sialkot,2020,Asia,Southern Asia,1164909,32.49268,74.53134,477396,74.86143
PK,Pakistan,Sibbi,Sibi,2020,Asia,Southern Asia,1164896,29.54299,67.87726,64069,83.01125
PK,Pakistan,Sohbatpur,Sohbatpur,2020,Asia,Southern Asia,1164660,28.52038,68.54298,8940,82.14286
PK,Pakistan,Sukkur,Sukkur,2020,Asia,Southern Asia,1164408,27.70323,68.85889,417767,67.8377
PK,Pakistan,Swabi,Swabi,2020,Asia,Southern Asia,1164216,34.12018,72.46982,97363,87.96711
PK,Pakistan,Swat,Quetta,2020,Asia,Southern Asia,1167528,30.18414,67.00141,733675,93.73662
PK,Pakistan,Swat,Swabi,2020,Asia,Southern Asia,1164216,34.12018,72.46982,97363,93.73662
PK,Pakistan,Tando Allahyar,Tando Allahyar,2020,Asia,Southern Asia,1163965,25.4605,68.71745,127202,77.23222
PK,Pakistan,Tando Muhammad Khan,Tando Muhammad Khan,2020,Asia,Southern Asia,1163952,25.12384,68.53677,72659,60.28971
PK,Pakistan,Tank,Tank,2020,Asia,Southern Asia,1163905,32.21707,70.38315,38488,96.66667
PK,Pakistan,Thatta,Thatta,2020,Asia,Southern Asia,1163582,24.74745,67.92353,44302,58.48868
PK,Pakistan,Turbat,Turbat,2020,Asia,Southern Asia,1163054,26.00122,63.04849,75694,39.03877
PK,Pakistan,Umerkot,Umarkot,2020,Asia,Southern Asia,1162959,25.36329,69.74184,42074,30.39555
PK,Pakistan,Upper Dir,Upper Dir,2020,Asia,Southern Asia,1179757,35.2074,71.8768,29869,25
PK,Pakistan,Vehari,Vihari,2020,Asia,Southern Asia,1162813,30.0445,72.3556,112840,66.73882
PK,Pakistan,Ziarat,Ziarat,2020,Asia,Southern Asia,1162094,30.38244,67.72562,733,88.46154
SG,Singapore,Singapore,Singapore,2022,Asia,South-eastern Asia,1880252,1.28967,103.85007,5638700,99
TH,Thailand,Bangkok,Bangkok,2020,Asia,South-eastern Asia,1609350,13.75398,100.50144,5104476,26.04893
TH,Thailand,Cha Am,Cha-am,2020,Asia,South-eastern Asia,1153807,12.8,99.96667,49375,13.92923
TH,Thailand,Chiang Mai,Chiang Mai,2020,Asia,South-eastern Asia,1153671,18.79038,98.98468,127240,33.91553
TH,Thailand,Chiang Rai,Chiang Rai,2020,Asia,South-eastern Asia,1153669,19.90858,99.8325,78756,14.45995
TH,Thailand,Chumphon,Chumphon,2020,Asia,South-eastern Asia,1153557,10.4957,99.17971,55835,37.80847
TH,Thailand,Khon Kaen,Khon Kaen,2020,Asia,South-eastern Asia,1609776,16.44671,102.833,114459,27.16988
TH,Thailand,Phatthalung,Phatthalung,2020,Asia,South-eastern Asia,1607779,7.61786,100.07792,43522,37.07122
TH,Thailand,Songkhla,Songkhla,2020,Asia,South-eastern Asia,1606147,7.19882,100.5951,61758,22.12306
TL,Timor-Leste,Dili,Dili,2020,Asia,South-eastern Asia,1645457,-8.55861,125.57361,150000,16.08716
VN,Viet Nam,Da Lat,Ðà Lạt,2020,Asia,South-eastern Asia,1584071,11.94646,108.44193,197000,58.9498
VN,Viet Nam,Ha Noi,Hanoi,2020,Asia,South-eastern Asia,1581130,21.0245,105.84117,8053663,69.03708
VN,Viet Nam,Hai Phong,Haiphong,2020,Asia,South-eastern Asia,1581298,20.86481,106.68345,841520,61.17115
VN,Viet Nam,Hue,Huế,2020,Asia,South-eastern Asia,1580240,16.4619,107.59546,351456,26.87815
VN,Viet Nam,Long Xuyen,Long Xuyên,2020,Asia,South-eastern Asia,1575627,10.38639,105.43518,272365,55.20491
VN,Viet Nam,Nha Trang,Nha Trang,2020,Asia,South-eastern Asia,1572151,12.24507,109.19432,283441,42.64092
VN,Viet Nam,Phan Thiet,Phan Thiết,2020,Asia,South-eastern Asia,1571058,10.92889,108.10208,160652,56.61577
VN,Viet Nam,Thanh Pho Ho Chi Minh,Ho Chi Minh City,2020,Asia,South-eastern Asia,1566083,10.82302,106.62965,8993082,68.65293
VN,Viet Nam,Vinh,Vinh,2020,Asia,South-eastern Asia,1562798,18.67337,105.69232,163759,56.10722
VN,Viet Nam,Vinh Long,Vĩnh Long,2020,Asia,South-eastern Asia,1562693,10.25369,105.9722,137870,8.27839
VN,Viet Nam,Vungtau,Vũng Tàu,2020,Asia,South-eastern Asia,1562414,10.34599,107.08426,341552,49.33515
